"","X","station","year","month","day","hour","date","rain","temp","rhum","msl","wdsp","wddir","RainLevel","WindLevel","WeatherLevel","DayWindLevel","Warning"
"134808",134808,"MOORE PARK",2017,5,22,23,"2017-05-22 23:00:00","0","13,3",87,"1015,5",5,160,"Clear","Clear","Clear","Clear","None"
"134832",134832,"MOORE PARK",2017,5,23,23,"2017-05-23 23:00:00","0","13,1",91,"1025,2",2,220,"Clear","Clear","Clear","Clear","None"
"134856",134856,"MOORE PARK",2017,5,24,23,"2017-05-24 23:00:00","0","13,7",84,"1024,2",5,130,"Clear","Clear","Clear","Clear","None"
"134880",134880,"MOORE PARK",2017,5,25,23,"2017-05-25 23:00:00","0","14",89,"1016,7",5,100,"Clear","Clear","Clear","Clear","None"
"134904",134904,"MOORE PARK",2017,5,26,23,"2017-05-26 23:00:00","0","15,1",92,"1010,8",2,200,"Clear","Clear","Clear","Clear","None"
"134928",134928,"MOORE PARK",2017,5,27,23,"2017-05-27 23:00:00","0","9,9",88,"1018,4",3,260,"Clear","Clear","Clear","Clear","None"
"134952",134952,"MOORE PARK",2017,5,28,23,"2017-05-28 23:00:00","0,1","12,2",91,"1015,3",1,60,"Clear","Clear","Clear","Clear","None"
"134976",134976,"MOORE PARK",2017,5,29,23,"2017-05-29 23:00:00","0,1","13,5",93,"1012,1",2,160,"Clear","Clear","Clear","Clear","None"
"135000",135000,"MOORE PARK",2017,5,30,23,"2017-05-30 23:00:00","0","10,4",79,"1019,9",4,260,"Clear","Clear","Clear","Clear","None"
"135024",135024,"MOORE PARK",2017,5,31,23,"2017-05-31 23:00:00","0","13,5",73,"1017,4",7,160,"Clear","Clear","Clear","Clear","None"
"135048",135048,"MOORE PARK",2017,6,1,23,"2017-06-01 23:00:00","0","12,5",86,"1016,4",3,200,"Clear","Clear","Clear","Clear","None"
"135072",135072,"MOORE PARK",2017,6,2,23,"2017-06-02 23:00:00","0","11,2",78,"1015,5",4,190,"Clear","Clear","Clear","Clear","None"
"135096",135096,"MOORE PARK",2017,6,3,23,"2017-06-03 23:00:00","0","9,5",81,"1014,2",2,280,"Clear","Clear","Clear","Clear","None"
"135120",135120,"MOORE PARK",2017,6,4,23,"2017-06-04 23:00:00","8,3","12,4",92,"1004,9",8,160,"Clear","Clear","Clear","Clear","None"
"135144",135144,"MOORE PARK",2017,6,5,23,"2017-06-05 23:00:00","0,7","10",83,"998,8",8,300,"Clear","Clear","Clear","Clear","None"
"135168",135168,"MOORE PARK",2017,6,6,23,"2017-06-06 23:00:00","0","8,8",87,"1010,9",6,290,"Clear","Clear","Clear","Clear","None"
"135192",135192,"MOORE PARK",2017,6,7,23,"2017-06-07 23:00:00","0,6","13,8",91,"1005,3",4,150,"Clear","Clear","Clear","Clear","None"
"135216",135216,"MOORE PARK",2017,6,8,23,"2017-06-08 23:00:00","0,2","11,4",87,"1001,9",2,160,"Clear","Clear","Clear","Clear","None"
"135240",135240,"MOORE PARK",2017,6,9,23,"2017-06-09 23:00:00","2","13,1",91,"1005,4",11,140,"Clear","Clear","Clear","Clear","None"
"135264",135264,"MOORE PARK",2017,6,10,23,"2017-06-10 23:00:00","0","13,6",82,"1007,9",8,180,"Clear","Clear","Clear","Clear","None"
"135288",135288,"MOORE PARK",2017,6,11,23,"2017-06-11 23:00:00","0","12,6",75,"1013,6",10,260,"Clear","Clear","Clear","Clear","None"
"135312",135312,"MOORE PARK",2017,6,12,23,"2017-06-12 23:00:00","0","13,1",84,"1018,6",6,220,"Clear","Clear","Clear","Clear","None"
"135336",135336,"MOORE PARK",2017,6,13,23,"2017-06-13 23:00:00","0","11,9",90,"1017",4,150,"Clear","Clear","Clear","Clear","None"
"135360",135360,"MOORE PARK",2017,6,14,23,"2017-06-14 23:00:00","0","14,1",87,"1010,1",4,200,"Clear","Clear","Clear","Clear","None"
"135384",135384,"MOORE PARK",2017,6,15,23,"2017-06-15 23:00:00","0","13,6",77,"1020,5",4,260,"Clear","Clear","Clear","Clear","None"
"135408",135408,"MOORE PARK",2017,6,16,23,"2017-06-16 23:00:00","0","15,8",75,"1027",4,230,"Clear","Clear","Clear","Clear","None"
"135432",135432,"MOORE PARK",2017,6,17,23,"2017-06-17 23:00:00","0","14,3",87,"1025,9",1,60,"Clear","Clear","Clear","Clear","None"
"135456",135456,"MOORE PARK",2017,6,18,23,"2017-06-18 23:00:00","0","15",80,"1021,7",2,100,"Clear","Clear","Clear","Clear","None"
"135480",135480,"MOORE PARK",2017,6,19,23,"2017-06-19 23:00:00","0","17,9",77,"1019,8",3,130,"Clear","Clear","Clear","Clear","None"
"135504",135504,"MOORE PARK",2017,6,20,23,"2017-06-20 23:00:00","0","17,1",78,"1015,3",6,110,"Clear","Clear","Clear","Clear","None"
"135528",135528,"MOORE PARK",2017,6,21,23,"2017-06-21 23:00:00","0","15,6",79,"1011,7",6,310,"Clear","Clear","Clear","Clear","None"
"135552",135552,"MOORE PARK",2017,6,22,23,"2017-06-22 23:00:00","0","14,4",76,"1014,3",6,220,"Clear","Clear","Clear","Clear","None"
"135576",135576,"MOORE PARK",2017,6,23,23,"2017-06-23 23:00:00","0","14,6",81,"1014,8",5,260,"Clear","Clear","Clear","Clear","None"
"135600",135600,"MOORE PARK",2017,6,24,23,"2017-06-24 23:00:00","0","14,1",79,"1013,2",5,220,"Clear","Clear","Clear","Clear","None"
"135624",135624,"MOORE PARK",2017,6,25,23,"2017-06-25 23:00:00","0","12,2",77,"1015,9",3,320,"Clear","Clear","Clear","Clear","None"
"135648",135648,"MOORE PARK",2017,6,26,23,"2017-06-26 23:00:00","0,4","15",93,"1007,5",4,140,"Clear","Clear","Clear","Clear","None"
"135672",135672,"MOORE PARK",2017,6,27,23,"2017-06-27 23:00:00","0","13",82,"1001,8",4,280,"Clear","Clear","Clear","Clear","None"
"135696",135696,"MOORE PARK",2017,6,28,23,"2017-06-28 23:00:00","0,8","12,4",88,"1001,5",3,360,"Clear","Clear","Clear","Clear","None"
"135720",135720,"MOORE PARK",2017,6,29,23,"2017-06-29 23:00:00","0","11,9",71,"1008,3",12,320,"Clear","Clear","Clear","Clear","None"
"135744",135744,"MOORE PARK",2017,6,30,23,"2017-06-30 23:00:00","0","9,6",84,"1020",3,290,"Clear","Clear","Clear","Clear","None"
"135768",135768,"MOORE PARK",2017,7,1,23,"2017-07-01 23:00:00","0","12,7",74,"1022,5",6,310,"Clear","Clear","Clear","Clear","None"
"135792",135792,"MOORE PARK",2017,7,2,23,"2017-07-02 23:00:00","0","15,1",87,"1020,5",3,180,"Clear","Clear","Clear","Clear","None"
"135816",135816,"MOORE PARK",2017,7,3,23,"2017-07-03 23:00:00","0","15,7",83,"1019,2",5,220,"Clear","Clear","Clear","Clear","None"
"135840",135840,"MOORE PARK",2017,7,4,23,"2017-07-04 23:00:00","0","15,6",85,"1020,1",3,290,"Clear","Clear","Clear","Clear","None"
"135864",135864,"MOORE PARK",2017,7,5,23,"2017-07-05 23:00:00","0","15,1",87,"1017,6",3,110,"Clear","Clear","Clear","Clear","None"
"135888",135888,"MOORE PARK",2017,7,6,23,"2017-07-06 23:00:00","0","16,6",79,"1017",3,270,"Clear","Clear","Clear","Clear","None"
"135912",135912,"MOORE PARK",2017,7,7,23,"2017-07-07 23:00:00","0","14,8",79,"1020,2",2,320,"Clear","Clear","Clear","Clear","None"
"135936",135936,"MOORE PARK",2017,7,8,23,"2017-07-08 23:00:00","0","16,5",79,"1016,7",5,290,"Clear","Clear","Clear","Clear","None"
"135960",135960,"MOORE PARK",2017,7,9,23,"2017-07-09 23:00:00","0","13,6",87,"1012,3",5,290,"Clear","Clear","Clear","Clear","None"
"135984",135984,"MOORE PARK",2017,7,10,23,"2017-07-10 23:00:00","0","13,6",85,"1008,7",2,280,"Clear","Clear","Clear","Clear","None"
"136008",136008,"MOORE PARK",2017,7,11,23,"2017-07-11 23:00:00","0","13,4",78,"1011,2",3,320,"Clear","Clear","Clear","Clear","None"
"136032",136032,"MOORE PARK",2017,7,12,23,"2017-07-12 23:00:00","0","13,3",79,"1021,5",2,100,"Clear","Clear","Clear","Clear","None"
"136056",136056,"MOORE PARK",2017,7,13,23,"2017-07-13 23:00:00","0","13,4",80,"1022",8,280,"Clear","Clear","Clear","Clear","None"
"136080",136080,"MOORE PARK",2017,7,14,23,"2017-07-14 23:00:00","0","15,3",88,"1020,7",4,190,"Clear","Clear","Clear","Clear","None"
"136104",136104,"MOORE PARK",2017,7,15,23,"2017-07-15 23:00:00","0","18,3",82,"1020,6",6,240,"Clear","Clear","Clear","Clear","None"
"136128",136128,"MOORE PARK",2017,7,16,23,"2017-07-16 23:00:00","0","11,2",81,"1027,1",4,280,"Clear","Clear","Clear","Clear","None"
"136152",136152,"MOORE PARK",2017,7,17,23,"2017-07-17 23:00:00","0","12,2",69,"1020,9",2,80,"Clear","Clear","Clear","Clear","None"
"136176",136176,"MOORE PARK",2017,7,18,23,"2017-07-18 23:00:00","0","16,8",87,"1006",4,100,"Clear","Clear","Clear","Clear","None"
"136200",136200,"MOORE PARK",2017,7,19,23,"2017-07-19 23:00:00","0","10,4",86,"1008,5",3,280,"Clear","Clear","Clear","Clear","None"
"136224",136224,"MOORE PARK",2017,7,20,23,"2017-07-20 23:00:00","5","11,8",92,"998,9",6,110,"Clear","Clear","Clear","Clear","None"
"136248",136248,"MOORE PARK",2017,7,21,23,"2017-07-21 23:00:00","0","11,5",86,"997,7",5,200,"Clear","Clear","Clear","Clear","None"
"136272",136272,"MOORE PARK",2017,7,22,23,"2017-07-22 23:00:00","0","12,4",87,"1011,5",5,280,"Clear","Clear","Clear","Clear","None"
"136296",136296,"MOORE PARK",2017,7,23,23,"2017-07-23 23:00:00","0","14,3",88,"1019",6,250,"Clear","Clear","Clear","Clear","None"
"136320",136320,"MOORE PARK",2017,7,24,23,"2017-07-24 23:00:00","0","14",76,"1021,1",3,280,"Clear","Clear","Clear","Clear","None"
"136344",136344,"MOORE PARK",2017,7,25,23,"2017-07-25 23:00:00","0,9","16,3",93,"1008,3",4,140,"Clear","Clear","Clear","Clear","None"
"136368",136368,"MOORE PARK",2017,7,26,23,"2017-07-26 23:00:00","0","11,7",77,"1005,8",4,230,"Clear","Clear","Clear","Clear","None"
"136392",136392,"MOORE PARK",2017,7,27,23,"2017-07-27 23:00:00","0","12,5",80,"1002,8",6,190,"Clear","Clear","Clear","Clear","None"
"136416",136416,"MOORE PARK",2017,7,28,23,"2017-07-28 23:00:00","0","12,9",81,"1005,3",4,220,"Clear","Clear","Clear","Clear","None"
"136440",136440,"MOORE PARK",2017,7,29,23,"2017-07-29 23:00:00","0","12,9",77,"1003,8",3,260,"Clear","Clear","Clear","Clear","None"
"136464",136464,"MOORE PARK",2017,7,30,23,"2017-07-30 23:00:00","0","12",85,"1005,3",6,210,"Clear","Clear","Clear","Clear","None"
"136488",136488,"MOORE PARK",2017,7,31,23,"2017-07-31 23:00:00","0","11,8",88,"1010,1",1,70,"Clear","Clear","Clear","Clear","None"
"136512",136512,"MOORE PARK",2017,8,1,23,"2017-08-01 23:00:00","0,1","13,5",90,"1008,6",6,100,"Clear","Clear","Clear","Clear","None"
"136536",136536,"MOORE PARK",2017,8,2,23,"2017-08-02 23:00:00","0","14,3",85,"997,8",8,190,"Clear","Clear","Clear","Clear","None"
"136560",136560,"MOORE PARK",2017,8,3,23,"2017-08-03 23:00:00","0","14,3",82,"1007,9",2,300,"Clear","Clear","Clear","Clear","None"
"136584",136584,"MOORE PARK",2017,8,4,23,"2017-08-04 23:00:00","0","11,8",87,"1016,5",3,280,"Clear","Clear","Clear","Clear","None"
